EC_number,BinID,Enrichment,product,gene,Classification,Confidence,Tax_Level,Quality,General_Pathway
2.3.1.12,Laura1metabat.13,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system,acoC,Rhodospirillales,0.39,order,Medium,Citrate cycle (TCA cycle)
3.1.1.24,Laura1metabat.13,Laura1,3-oxoadipate enol-lactonase 2,catD_4,Rhodospirillales,0.39,order,Medium,Benzoate degradation
1.3.1.32,Laura1metabat.13,Laura1,Maleylacetate reductase,tfdF,Rhodospirillales,0.39,order,Medium,Benzoate degradation
1.7.1.16,Laura1metabat.13,Laura1,Nitrobenzene nitroreductase,nbzA,Rhodospirillales,0.39,order,Medium,Aminobenzoate degradation
4.2.1.3,Laura1metabat.13,Laura1,Aconitate hydratase A,acnA,Rhodospirillales,0.39,order,Medium,Citrate cycle (TCA cycle)
2.3.1.16,Laura1metabat.13,Laura1,3-ketoacyl-CoA thiolase FadI,fadI_2,Rhodospirillales,0.39,order,Medium,Benzoate degradation
2.3.1.9,Laura1metabat.13,Laura1,Acetyl-CoA acetyltransferase,thlA,Rhodospirillales,0.39,order,Medium,Benzoate degradation
4.1.1.63,Laura1metabat.13,Laura1,Phenolic acid decarboxylase,shdC_1,Rhodospirillales,0.39,order,Medium,Benzoate degradation
1.2.4.1,Laura1metabat.13,Laura1,Pyruvate dehydrogenase E1 component,aceE,Rhodospirillales,0.39,order,Medium,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.13,Laura1,putative enoyl-CoA hydratase echA8,echA8_6,Rhodospirillales,0.39,order,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.13,Laura1,putative enoyl-CoA hydratase echA8,echA8_6,Rhodospirillales,0.39,order,Medium,Aminobenzoate degradation
3.5.1.4,Laura1metabat.13,Laura1,Amidase,NA,Rhodospirillales,0.39,order,Medium,Aminobenzoate degradation
3.5.1.4,Laura1metabat.13,Laura1,Putative amidase AmiD,amiD_5,Rhodospirillales,0.39,order,Medium,Aminobenzoate degradation
1.14.13.2,Laura1metabat.13,Laura1,p-hydroxybenzoate hydroxylase,pobA,Rhodospirillales,0.39,order,Medium,Benzoate degradation
2.3.1.9,Laura1metabat.13,Laura1,Acetyl-CoA acetyltransferase,NA,Rhodospirillales,0.39,order,Medium,Benzoate degradation
1.13.11.37,Laura1metabat.13,Laura1,"Hydroxyquinol 1,2-dioxygenase",chqB,Rhodospirillales,0.39,order,Medium,Benzoate degradation
4.1.1.63,Laura1metabat.13,Laura1,Phenolic acid decarboxylase,shdC_2,Rhodospirillales,0.39,order,Medium,Benzoate degradation
6.2.1.5,Laura1metabat.14,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
6.2.1.4,Laura1metabat.14,Laura1,Succinate--CoA ligase [GDP-forming] subunit beta,sucC,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.14,Laura1,Dihydrolipoyl dehydrogenase,lpdA,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
2.3.1.61,Laura1metabat.14,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,sucB,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
1.3.1.32,Laura1metabat.14,Laura1,Maleylacetate reductase,tfdF_1,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.14,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_1,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.14,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_1,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
1.3.5.1,Laura1metabat.14,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
4.2.1.3,Laura1metabat.14,Laura1,Aconitate hydratase A,acn,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
3.1.1.57,Laura1metabat.14,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_2,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.14,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_2,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,Enoyl-CoA-hydratase,dpgD,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,Enoyl-CoA-hydratase,dpgD,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
3.1.1.92,Laura1metabat.14,Laura1,4-sulfomuconolactone hydrolase,NA,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
2.3.1.174,Laura1metabat.14,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF_1,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_1,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_1,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_2,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
2.8.3.6,Laura1metabat.14,Laura1,3-oxoadipate CoA-transferase subunit B,pcaJ_1,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
2.8.3.6,Laura1metabat.14,Laura1,3-oxoadipate CoA-transferase subunit A,pcaI_1,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
1.3.8.10,Laura1metabat.14,Laura1,Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase,NA,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.2,Laura1metabat.14,Laura1,"Fumarate hydratase class I, anaerobic",fumB_1,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
3.5.1.4,Laura1metabat.14,Laura1,Putative amidase AmiD,amiD_2,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
1.3.5.4,Laura1metabat.14,Laura1,Fumarate reductase flavoprotein subunit,ifcA,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
1.6.5.7,Laura1metabat.14,Laura1,"2-hydroxy-1,4-benzoquinone reductase",NA,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
3.6.1.7,Laura1metabat.14,Laura1,Acylphosphatase,yccX,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
4.2.1.2,Laura1metabat.14,Laura1,Fumarate hydratase class II,fumC,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
1.1.99.31,Laura1metabat.14,Laura1,(S)-mandelate dehydrogenase,mdlB_1,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
3.1.1.57,Laura1metabat.14,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_3,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.14,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_3,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
2.3.1.16,Laura1metabat.14,Laura1,3-ketoacyl-CoA thiolase,fadA_1,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,putative enoyl-CoA hydratase echA8,echA8_1,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
3.1.1.57,Laura1metabat.14,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_4,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.14,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_4,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,putative enoyl-CoA hydratase echA8,echA8_2,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
1.3.5.4,Laura1metabat.14,Laura1,Fumarate reductase flavoprotein subunit,NA,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
5.5.1.2,Laura1metabat.14,Laura1,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.2,Laura1metabat.14,Laura1,"Fumarate hydratase class I, anaerobic",fumB_2,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
1.1.1.42,Laura1metabat.14,Laura1,Isocitrate dehydrogenase [NADP],icd,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
1.2.4.1,Laura1metabat.14,Laura1,Pyruvate dehydrogenase E1 component,aceE_1,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.14,Laura1,Dihydrolipoyl dehydrogenase,pdhD,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
2.3.1.16,Laura1metabat.14,Laura1,Beta-ketothiolase BktB,bktB,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
1.8.1.4,Laura1metabat.14,Laura1,Dihydrolipoyl dehydrogenase,lpdV,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
1.2.4.1,Laura1metabat.14,Laura1,Pyruvate dehydrogenase E1 component,aceE_2,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.14,Laura1,Fumarate reductase iron-sulfur subunit,frdB,Alcaligenaceae,0.72,family,Medium,Citrate cycle (TCA cycle)
2.3.1.174,Laura1metabat.14,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF_2,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_3,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.14,Laura1,"2,3-dehydroadipyl-CoA hydratase",paaF_3,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
4.1.3.17,Laura1metabat.14,Laura1,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,rraA_2,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
2.3.1.16,Laura1metabat.14,Laura1,3-ketoacyl-CoA thiolase,fadA_2,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
1.1.1.35,Laura1metabat.14,Laura1,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
2.8.3.6,Laura1metabat.14,Laura1,3-oxoadipate CoA-transferase subunit B,pcaJ_2,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
2.8.3.6,Laura1metabat.14,Laura1,3-oxoadipate CoA-transferase subunit A,pcaI_2,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
2.3.1.174,Laura1metabat.14,Laura1,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",paaJ,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.14,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_5,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.14,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_5,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
2.3.1.9,Laura1metabat.14,Laura1,Acetyl-CoA acetyltransferase,thlA,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
5.1.2.2,Laura1metabat.14,Laura1,Mandelate racemase,mdlA,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
1.3.1.32,Laura1metabat.14,Laura1,Maleylacetate reductase,tfdF_2,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
1.1.99.31,Laura1metabat.14,Laura1,(S)-mandelate dehydrogenase,mdlB_2,Alcaligenaceae,0.72,family,Medium,Aminobenzoate degradation
2.3.1.9,Laura1metabat.14,Laura1,Acetyl-CoA acetyltransferase,mmgA,Alcaligenaceae,0.72,family,Medium,Benzoate degradation
3.1.1.24,Laura1metabat.15,Laura1,3-oxoadipate enol-lactonase 2,catD_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
5.5.1.2,Laura1metabat.15,Laura1,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
2.3.1.174,Laura1metabat.15,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
2.8.3.6,Laura1metabat.15,Laura1,3-oxoadipate CoA-transferase subunit B,catJ_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
2.8.3.6,Laura1metabat.15,Laura1,3-oxoadipate CoA-transferase subunit A,catI_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
1.13.11.3,Laura1metabat.15,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Pseudomonas,0.57,genus,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.15,Laura1,"Protocatechuate 3,4-dioxygenase alpha chain",pcaG,Pseudomonas,0.57,genus,Medium,Benzoate degradation
1.13.11.3,Laura1metabat.15,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Pseudomonas,0.57,genus,Medium,Polycyclic aromatic hydrocarbon degradation
1.13.11.3,Laura1metabat.15,Laura1,"Protocatechuate 3,4-dioxygenase beta chain",pcaH,Pseudomonas,0.57,genus,Medium,Benzoate degradation
1.13.11.1,Laura1metabat.15,Laura1,"Catechol 1,2-dioxygenase",catA_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
5.3.3.4,Laura1metabat.15,Laura1,Muconolactone Delta-isomerase,catC_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
5.5.1.1,Laura1metabat.15,Laura1,Muconate cycloisomerase 1,catB_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
1.14.12.1,Laura1metabat.15,Laura1,"Anthranilate 1,2-dioxygenase small subunit",antB,Pseudomonas,0.57,genus,Medium,Aminobenzoate degradation
1.14.12.1,Laura1metabat.15,Laura1,"Anthranilate 1,2-dioxygenase large subunit",antA,Pseudomonas,0.57,genus,Medium,Aminobenzoate degradation
2.3.1.16,Laura1metabat.15,Laura1,3-ketoacyl-CoA thiolase,fadA_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
4.2.1.2,Laura1metabat.15,Laura1,"Fumarate hydratase class I, anaerobic",fumB,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
1.3.5.4,Laura1metabat.15,Laura1,Fumarate reductase flavoprotein subunit,ifcA,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
1.3.8.10,Laura1metabat.15,Laura1,Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase,NA,Pseudomonas,0.57,genus,Medium,Benzoate degradation
3.1.1.24,Laura1metabat.15,Laura1,3-oxoadipate enol-lactonase 2,catD_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
2.3.1.12,Laura1metabat.15,Laura1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,NA,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
1.2.4.1,Laura1metabat.15,Laura1,Pyruvate dehydrogenase E1 component,aceE,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
4.2.1.17,Laura1metabat.15,Laura1,putative enoyl-CoA hydratase 1,NA,Pseudomonas,0.57,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.15,Laura1,putative enoyl-CoA hydratase 1,NA,Pseudomonas,0.57,genus,Medium,Aminobenzoate degradation
2.3.1.9,Laura1metabat.15,Laura1,Acetyl-CoA acetyltransferase,phaA_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
1.14.13.2,Laura1metabat.15,Laura1,p-hydroxybenzoate hydroxylase,pobA,Pseudomonas,0.57,genus,Medium,Benzoate degradation
4.2.1.3,Laura1metabat.15,Laura1,Aconitate hydratase A,acnA,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
1.1.99.31,Laura1metabat.15,Laura1,(S)-mandelate dehydrogenase,mdlB_1,Pseudomonas,0.57,genus,Medium,Aminobenzoate degradation
7.2.4.5,Laura1metabat.15,Laura1,Glutaconyl-CoA decarboxylase subunit beta,gcdB,Pseudomonas,0.57,genus,Medium,Benzoate degradation
4.2.1.2,Laura1metabat.15,Laura1,Fumarate hydratase class II,fumC,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
1.1.99.31,Laura1metabat.15,Laura1,(S)-mandelate dehydrogenase,mdlB_2,Pseudomonas,0.57,genus,Medium,Aminobenzoate degradation
4.1.3.17,Laura1metabat.15,Laura1,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,NA,Pseudomonas,0.57,genus,Medium,Benzoate degradation
4.2.1.3,Laura1metabat.15,Laura1,Aconitate hydratase A,acnM,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.15,Laura1,Acetyl-CoA acetyltransferase,phaA_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
1.8.1.4,Laura1metabat.15,Laura1,Dihydrolipoyl dehydrogenase 3,lpd3,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
4.2.1.3,Laura1metabat.15,Laura1,Aconitate hydratase B,acnB,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
3.1.1.57,Laura1metabat.15,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.15,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_1,Pseudomonas,0.57,genus,Medium,Aminobenzoate degradation
2.3.1.16,Laura1metabat.15,Laura1,3-ketoacyl-CoA thiolase,fadA_3,Pseudomonas,0.57,genus,Medium,Benzoate degradation
1.1.5.4,Laura1metabat.15,Laura1,Malate:quinone oxidoreductase,mqo_1,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
3.1.1.24,Laura1metabat.15,Laura1,3-oxoadipate enol-lactonase 2,catD_3,Pseudomonas,0.57,genus,Medium,Benzoate degradation
5.5.1.2,Laura1metabat.15,Laura1,"3-carboxy-cis,cis-muconate cycloisomerase",pcaB_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
2.3.1.174,Laura1metabat.15,Laura1,Beta-ketoadipyl-CoA thiolase,pcaF_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
2.8.3.6,Laura1metabat.15,Laura1,3-oxoadipate CoA-transferase subunit B,catJ_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
2.8.3.6,Laura1metabat.15,Laura1,3-oxoadipate CoA-transferase subunit A,catI_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
1.13.11.1,Laura1metabat.15,Laura1,"Catechol 1,2-dioxygenase",catA_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
5.3.3.4,Laura1metabat.15,Laura1,Muconolactone Delta-isomerase,catC_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
5.5.1.1,Laura1metabat.15,Laura1,Muconate cycloisomerase 1,catB_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
2.3.1.16,Laura1metabat.15,Laura1,3-ketoacyl-CoA thiolase FadI,fadI,Pseudomonas,0.57,genus,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.15,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
3.1.1.57,Laura1metabat.15,Laura1,"2-pyrone-4,6-dicarbaxylate hydrolase",pmdD_2,Pseudomonas,0.57,genus,Medium,Aminobenzoate degradation
4.1.3.39,Laura1metabat.15,Laura1,4-hydroxy-2-oxovalerate aldolase,dmpG,Pseudomonas,0.57,genus,Medium,Benzoate degradation
1.2.1.10,Laura1metabat.15,Laura1,Acetaldehyde dehydrogenase,dmpF,Pseudomonas,0.57,genus,Medium,Benzoate degradation
4.2.1.80,Laura1metabat.15,Laura1,2-keto-4-pentenoate hydratase,mhpD,Pseudomonas,0.57,genus,Medium,Benzoate degradation
2.3.1.9,Laura1metabat.15,Laura1,Acetyl-CoA acetyltransferase,thlA_1,Pseudomonas,0.57,genus,Medium,Benzoate degradation
3.1.1.24,Laura1metabat.15,Laura1,3-oxoadipate enol-lactonase 2,catD_4,Pseudomonas,0.57,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.15,Laura1,putative enoyl-CoA hydratase,fadB_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
4.2.1.17,Laura1metabat.15,Laura1,putative enoyl-CoA hydratase,fadB_2,Pseudomonas,0.57,genus,Medium,Aminobenzoate degradation
6.2.1.5,Laura1metabat.15,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
6.2.1.5,Laura1metabat.15,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
3.5.1.4,Laura1metabat.15,Laura1,Aliphatic amidase,amiE,Pseudomonas,0.57,genus,Medium,Aminobenzoate degradation
1.1.1.42,Laura1metabat.15,Laura1,Isocitrate dehydrogenase [NADP],icd_1,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
1.1.1.42,Laura1metabat.15,Laura1,Isocitrate dehydrogenase [NADP],icd_2,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
4.1.1.49,Laura1metabat.15,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
1.1.5.4,Laura1metabat.15,Laura1,Malate:quinone oxidoreductase,mqo_2,Pseudomonas,0.57,genus,Medium,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.15,Laura1,Acetyl-CoA acetyltransferase,thlA_2,Pseudomonas,0.57,genus,Medium,Benzoate degradation
2.3.1.16,Laura1metabat.16,Laura1,3-ketoacyl-CoA thiolase,fadA,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Benzoate degradation
2.3.1.61,Laura1metabat.16,Laura1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,odhB,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
1.1.99.31,Laura1metabat.16,Laura1,(S)-mandelate dehydrogenase,mdlB,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Aminobenzoate degradation
3.1.1.92,Laura1metabat.16,Laura1,4-sulfomuconolactone hydrolase,NA,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Aminobenzoate degradation
6.2.1.5,Laura1metabat.16,Laura1,Succinate--CoA ligase [ADP-forming] subunit alpha,sucD,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
1.1.1.157,Laura1metabat.16,Laura1,3-hydroxybutyryl-CoA dehydrogenase,fadB2_1,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Benzoate degradation
6.2.1.5,Laura1metabat.16,Laura1,Succinate--CoA ligase [ADP-forming] subunit beta,sucC,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
2.3.1.9,Laura1metabat.16,Laura1,Acetyl-CoA acetyltransferase,thlA,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Benzoate degradation
1.2.4.2,Laura1metabat.16,Laura1,2-oxoglutarate dehydrogenase E1 component,sucA,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
1.1.1.37,Laura1metabat.16,Laura1,Malate dehydrogenase,mdh,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
1.13.11.2,Laura1metabat.16,Laura1,"Catechol-2,3-dioxygenase",catE,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Benzoate degradation
1.1.1.42,Laura1metabat.16,Laura1,Isocitrate dehydrogenase [NADP],icd_1,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.16,Laura1,Fumarate reductase iron-sulfur subunit,frdB,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
1.3.5.4,Laura1metabat.16,Laura1,Fumarate reductase flavoprotein subunit,frdA,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
1.1.1.35,Laura1metabat.16,Laura1,putative 3-hydroxyacyl-CoA dehydrogenase,fadN,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Benzoate degradation
4.1.3.17,Laura1metabat.16,Laura1,4-carboxy-4-hydroxy-2-oxoadipate aldolase,ligK,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Benzoate degradation
1.1.1.157,Laura1metabat.16,Laura1,3-hydroxybutyryl-CoA dehydrogenase,hbd,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Benzoate degradation
1.1.1.157,Laura1metabat.16,Laura1,3-hydroxybutyryl-CoA dehydrogenase,fadB2_2,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Benzoate degradation
1.1.1.42,Laura1metabat.16,Laura1,Isocitrate dehydrogenase [NADP],icd_2,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
1.8.1.4,Laura1metabat.16,Laura1,Dihydrolipoyl dehydrogenase,lpd,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
6.4.1.1,Laura1metabat.16,Laura1,Pyruvate carboxylase,pycA,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
4.1.1.49,Laura1metabat.16,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
4.2.1.2,Laura1metabat.16,Laura1,Fumarate hydratase class II,fumC,Cytophagaceae bacterium SCN 52-12,0.71,species,High,Citrate cycle (TCA cycle)
1.1.1.157,Laura1metabat.17,Laura1,putative 3-hydroxybutyryl-CoA dehydrogenase,mmgB,Paracoccus alcaliphilus,0.8,species,High,Benzoate degradation
4.1.1.49,Laura1metabat.17,Laura1,Phosphoenolpyruvate carboxykinase (ATP),pckA,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.17,Laura1,Succinate dehydrogenase iron-sulfur subunit,sdhB,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
1.3.5.1,Laura1metabat.17,Laura1,Succinate dehydrogenase flavoprotein subunit,sdhA,Paracoccus alcaliphilus,0.8,species,High,Citrate cycle (TCA cycle)
